chunk_index,document_name,content,chapter_title,section_title,subsection_title,subsubsection_title,header_path,source_markdown,source_document,source_type,source_pdf,embedding_model,vector_dimensions
31,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ > Toán rời rạc
- Mã học phần: 122002
- Số tín chỉ: 2
- Ghi chú: Học phần bắt buộc",III. CHƯƠNG TRÌNH CHI TIẾT,2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ,Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ,Toán rời rạc,Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ > Toán rời rạc,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
32,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ > Lập trình hướng đối tượng
- Mã học phần: 122003
- Số tín chỉ: 3
- Ghi chú: Học phần bắt buộc",III. CHƯƠNG TRÌNH CHI TIẾT,2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ,Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ,Lập trình hướng đối tượng,Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ > Lập trình hướng đối tượng,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
33,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ > Lý thuyết đồ thị
- Mã học phần: 122004
- Số tín chỉ: 2
- Ghi chú: Học phần bắt buộc",III. CHƯƠNG TRÌNH CHI TIẾT,2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ,Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ,Lý thuyết đồ thị,Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ > Lý thuyết đồ thị,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
34,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ > Chuyên đề thực tế 1
- Mã học phần: 122043
- Số tín chỉ: 1
- Ghi chú: Học phần bắt buộc",III. CHƯƠNG TRÌNH CHI TIẾT,2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ,Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ,Chuyên đề thực tế 1,Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ > Chuyên đề thực tế 1,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
35,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ > Mạng máy tính
- Mã học phần: 123002
- Số tín chỉ: 3
- Ghi chú: Học phần bắt buộc",III. CHƯƠNG TRÌNH CHI TIẾT,2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ,Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ,Mạng máy tính,Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ > Mạng máy tính,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
36,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ > Chuyên đề thực tế 2
- Mã học phần: 123042
- Số tín chỉ: 1
- Ghi chú: Học phần bắt buộc",III. CHƯƠNG TRÌNH CHI TIẾT,2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ,Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ,Chuyên đề thực tế 2,Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ > Chuyên đề thực tế 2,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
37,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ > Kỹ thuật lập trình
- Mã học phần: 124001
- Số tín chỉ: 3
- Ghi chú: Học phần bắt buộc",III. CHƯƠNG TRÌNH CHI TIẾT,2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ,Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ,Kỹ thuật lập trình,Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ > Kỹ thuật lập trình,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
38,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ > Cấu trúc dữ liệu và giải thuật
- Mã học phần: 124002
- Số tín chỉ: 3
- Ghi chú: Học phần bắt buộc",III. CHƯƠNG TRÌNH CHI TIẾT,2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ,Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ,Cấu trúc dữ liệu và giải thuật,Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ > Cấu trúc dữ liệu và giải thuật,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
39,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ > Kiến trúc máy tính
- Mã học phần: 125000
- Số tín chỉ: 3
- Ghi chú: Học phần bắt buộc",III. CHƯƠNG TRÌNH CHI TIẾT,2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ,Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ,Kiến trúc máy tính,Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ > Kiến trúc máy tính,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
40,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ > Hệ điều hành
- Mã học phần: 125001
- Số tín chỉ: 3
- Ghi chú: Học phần bắt buộc",III. CHƯƠNG TRÌNH CHI TIẾT,2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ,Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ,Hệ điều hành,Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của nhóm ngành: cơ sở ngành – 29 tín chỉ > Hệ điều hành,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
41,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của ngành – 34 tín chỉ > Quản trị mạng
- Mã học phần: 123005
- Số tín chỉ: 3
- Ghi chú: Học phần bắt buộc",III. CHƯƠNG TRÌNH CHI TIẾT,2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ,Kiến thức chung của ngành – 34 tín chỉ,Quản trị mạng,Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của ngành – 34 tín chỉ > Quản trị mạng,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
42,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của ngành – 34 tín chỉ > Thiết kế mạng
- Mã học phần: 123032
- Số tín chỉ: 2
- Ghi chú: Học phần bắt buộc",III. CHƯƠNG TRÌNH CHI TIẾT,2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ,Kiến thức chung của ngành – 34 tín chỉ,Thiết kế mạng,Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của ngành – 34 tín chỉ > Thiết kế mạng,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
43,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của ngành – 34 tín chỉ > An ninh mạng
- Mã học phần: 123038
- Số tín chỉ: 3
- Ghi chú: Học phần bắt buộc",III. CHƯƠNG TRÌNH CHI TIẾT,2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ,Kiến thức chung của ngành – 34 tín chỉ,An ninh mạng,Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của ngành – 34 tín chỉ > An ninh mạng,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
44,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của ngành – 34 tín chỉ > Kỹ thuật truyền số liệu
- Mã học phần: 125003
- Số tín chỉ: 2
- Ghi chú: Học phần bắt buộc",III. CHƯƠNG TRÌNH CHI TIẾT,2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ,Kiến thức chung của ngành – 34 tín chỉ,Kỹ thuật truyền số liệu,Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của ngành – 34 tín chỉ > Kỹ thuật truyền số liệu,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
45,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của ngành – 34 tín chỉ > Kỹ thuật thông tin vô tuyến
- Mã học phần: 125004
- Số tín chỉ: 3
- Ghi chú: Học phần bắt buộc",III. CHƯƠNG TRÌNH CHI TIẾT,2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ,Kiến thức chung của ngành – 34 tín chỉ,Kỹ thuật thông tin vô tuyến,Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của ngành – 34 tín chỉ > Kỹ thuật thông tin vô tuyến,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
46,Mạng máy tính và truyền thông dữ liệu,"Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của ngành – 34 tín chỉ > Tín hiệu và hệ thống
- Mã học phần: 125006
- Số tín chỉ: 3
- Ghi chú: Học phần bắt buộc",III. CHƯƠNG TRÌNH CHI TIẾT,2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ,Kiến thức chung của ngành – 34 tín chỉ,Tín hiệu và hệ thống,Mạng máy tính và truyền thông dữ liệu > III. CHƯƠNG TRÌNH CHI TIẾT > 2. Kiến thức nền tảng kỹ thuật/Kinh tế cốt lõi: 63 tín chỉ > Kiến thức chung của ngành – 34 tín chỉ > Tín hiệu và hệ thống,data/processed/Mạng máy tính và truyền thông dữ liệu.md,Mạng máy tính và truyền thông dữ liệu,markdown,data/processed/Mạng máy tính và truyền thông dữ liệu.md,sentence-transformers,1024
